https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
76,16,"""Pidgey""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",50,50,"""Red / Blue / Yellow""","""Kanto""",40,45,40,35,0,56,216,255,"""Medium Slow""","""Flying""",NULL
77,17,"""Pidgeotto""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",50,50,"""Red / Blue / Yellow""","""Kanto""",63,60,55,50,0,71,299,120,"""Medium Slow""","""Flying""",NULL
78,18,"""Pidgeot""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""",50,50,"""Red / Blue / Yellow""","""Kanto""",83,80,75,70,70,101,479,45,"""Medium Slow""","""Flying""",NULL
79,18,"""Pidgeot""",NULL,"""Normal""","""Flying""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",NULL,NULL,NULL,NULL,50,50,"""Omega Ruby / Alpha Sapphire""","""Kalos""",83,80,80,135,80,121,579,45,"""Medium Slow""","""Flying""",NULL
80,19,"""Rattata""",NULL,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",50,50,"""Red / Blue / Yellow""","""Kanto""",30,56,35,25,0,72,218,255,"""Medium Fast""","""Field""",NULL
81,19,"""Rattata""",NULL,"""Dark""","""Normal""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,50,50,"""Sun / Moon""","""Alola""",30,56,35,25,35,72,253,255,"""Medium Fast""","""Field""",NULL
82,20,"""Raticate""",NULL,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",50,50,"""Red / Blue / Yellow""","""Kanto""",55,81,60,50,0,97,343,127,"""Medium Fast""","""Field""",NULL
83,20,"""Raticate""",NULL,"""Dark""","""Normal""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,50,50,"""Sun / Moon""","""Alola""",75,71,70,40,80,77,413,127,"""Medium Fast""","""Field""",NULL
84,21,"""Spearow""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Sniper""","""Powers up moves if they become critical hits when attacking.""",50,50,"""Red / Blue / Yellow""","""Kanto""",40,60,30,31,0,70,231,255,"""Medium Fast""","""Flying""",NULL
85,22,"""Fearow""",NULL,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""",NULL,NULL,"""Sniper""","""Powers up moves if they become critical hits when attacking.""",50,50,"""Red / Blue / Yellow""","""Kanto""",65,90,65,61,0,100,381,90,"""Medium Fast""","""Flying""",NULL
86,23,"""Ekans""",NULL,"""Poison""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50,50,"""Red / Blue / Yellow""","""Kanto""",35,60,44,40,0,55,234,255,"""Medium Fast""","""Field""","""Dragon"""
87,24,"""Arbok""",NULL,"""Poison""",NULL,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,95,69,65,79,80,448,90,"""Medium Fast""","""Field""","""Dragon"""
88,172,"""Pichu""",NULL,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Gold / Silver / Crystal""","""Johto""",20,40,15,35,35,60,205,190,"""Medium Fast""","""Undiscovered""",NULL
89,25,"""Pikachu""",NULL,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Red / Blue / Yellow""","""Kanto""",35,55,40,50,0,90,270,190,"""Medium Fast""","""Field""","""Fairy"""
90,26,"""Raichu""",NULL,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,90,55,90,80,110,485,75,"""Medium Fast""","""Field""","""Fairy"""
91,26,"""Raichu""",NULL,"""Electric""","""Psychic""","""Surge Surfer""","""Doubles the Pokémon's Speed stat on Electric Terrain.""",NULL,NULL,NULL,NULL,50,50,"""Sun / Moon""","""Alola""",60,85,50,95,85,110,485,75,"""Medium Fast""","""Field""","""Fairy"""
92,27,"""Sandshrew""",NULL,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",50,50,"""Red / Blue / Yellow""","""Kanto""",50,75,85,30,0,40,280,255,"""Medium Fast""","""Field""",NULL
93,27,"""Sandshrew""",NULL,"""Ice""","""Steel""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",50,50,"""Sun / Moon""","""Alola""",50,75,90,10,35,40,300,255,"""Medium Fast""","""Field""",NULL
94,28,"""Sandslash""",NULL,"""Ground""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Sand Rush""","""Boosts the Pokémon's Speed stat in a sandstorm.""",50,50,"""Red / Blue / Yellow""","""Kanto""",75,100,110,55,0,65,405,90,"""Medium Fast""","""Field""",NULL
95,28,"""Sandslash""",NULL,"""Ice""","""Steel""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""",NULL,NULL,"""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""",50,50,"""Sun / Moon""","""Alola""",75,100,120,25,65,65,450,90,"""Medium Fast""","""Field""",NULL
96,52,"""Meowth""",NULL,"""Normal""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50,50,"""Red / Blue / Yellow""","""Kanto""",40,45,35,40,0,90,250,255,"""Medium Fast""","""Field""",NULL
97,52,"""Meowth""",NULL,"""Dark""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",50,50,"""Sun / Moon""","""Alola""",40,35,35,50,40,90,290,255,"""Medium Fast""","""Field""",NULL
98,52,"""Meowth""",NULL,"""Steel""",NULL,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50,50,"""Sword / Shield""","""Galar""",50,65,55,40,40,40,290,255,"""Medium Fast""","""Field""",NULL
99,863,"""Perrserker""",NULL,"""Steel""",NULL,"""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""","""Tough Claws""","""Powers up moves that make direct contact. ""","""Steely Spirit""","""Powers up ally Pokémon's Steel-type moves.""",50,50,"""Sword / Shield""","""Galar""",70,110,100,50,60,50,440,90,"""Medium Fast""","""Field""",NULL
100,53,"""Persian""",NULL,"""Normal""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50,50,"""Red / Blue / Yellow""","""Kanto""",65,70,60,65,0,115,375,90,"""Medium Fast""","""Field""",NULL
101,53,"""Persian""",NULL,"""Dark""",NULL,"""Fur Coat""","""Halves the damage from physical moves.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",50,50,"""Sun / Moon""","""Alola""",65,60,60,75,65,115,440,90,"""Medium Fast""","""Field""",NULL
102,54,"""Psyduck""",NULL,"""Water""",NULL,"""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Cloud Nine""","""Eliminates the effects of weather.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50,50,"""Red / Blue / Yellow""","""Kanto""",50,52,48,50,0,55,255,190,"""Medium Fast""","""Water 1""","""Field"""
105,101,"""Electrode""",NULL,"""Electric""",NULL,"""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""","""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Aftermath""","""Damages the attacker if it contacts the Pokémon with a finishing hit.""",0,0,"""Red / Blue / Yellow""","""Kanto""",60,50,70,80,80,150,490,60,"""Medium Fast""","""Mineral""",NULL
136,102,"""Exeggcute""",NULL,"""Grass""","""Psychic""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,40,80,60,0,40,280,90,"""Slow""","""Grass""",NULL
137,103,"""Exeggutor""",NULL,"""Grass""","""Psychic""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",50,50,"""Red / Blue / Yellow""","""Kanto""",95,95,85,125,75,55,530,45,"""Slow""","""Grass""",NULL
138,104,"""Cubone""",NULL,"""Ground""",NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",50,50,"""Red / Blue / Yellow""","""Kanto""",50,50,95,40,0,35,270,190,"""Medium Fast""","""Monster""",NULL
139,105,"""Marowak""",NULL,"""Ground""",NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",50,50,"""Red / Blue / Yellow""","""Kanto""",60,80,110,50,0,45,345,75,"""Medium Fast""","""Monster""",NULL
140,106,"""Hitmonlee""",NULL,"""Fighting""",NULL,"""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Reckless""","""Powers up moves that have recoil damage.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",100,0,"""Red / Blue / Yellow""","""Kanto""",50,120,53,35,0,87,345,45,"""Medium Fast""","""Human-Like""",NULL
141,107,"""Hitmonchan""",NULL,"""Fighting""",NULL,"""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Iron Fist""","""Powers up punching moves.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",100,0,"""Red / Blue / Yellow""","""Kanto""",50,105,79,35,0,76,345,45,"""Medium Fast""","""Human-Like""",NULL
142,108,"""Lickitung""",NULL,"""Normal""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Cloud Nine""","""Eliminates the effects of weather.""",50,50,"""Red / Blue / Yellow""","""Kanto""",90,55,75,60,0,30,310,45,"""Medium Fast""","""Monster""",NULL
143,109,"""Koffing""",NULL,"""Poison""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Red / Blue / Yellow""","""Kanto""",40,65,95,60,0,35,295,190,"""Medium Fast""","""Amorphous""",NULL
144,110,"""Weezing""",NULL,"""Poison""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Red / Blue / Yellow""","""Kanto""",65,90,120,85,0,60,420,60,"""Medium Fast""","""Amorphous""",NULL
145,111,"""Rhyhorn""",NULL,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Reckless""","""Powers up moves that have recoil damage.""",50,50,"""Red / Blue / Yellow""","""Kanto""",80,85,95,30,0,25,315,120,"""Slow""","""Monster""","""Field"""
146,112,"""Rhydon""",NULL,"""Ground""","""Rock""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Reckless""","""Powers up moves that have recoil damage.""",50,50,"""Red / Blue / Yellow""","""Kanto""",105,130,120,45,0,40,440,60,"""Slow""","""Monster""","""Field"""
147,113,"""Chansey""",NULL,"""Normal""",NULL,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Healer""","""Sometimes heals an ally's status condition.""",0,100,"""Red / Blue / Yellow""","""Kanto""",250,5,5,105,0,50,415,30,"""Fast""","""Fairy""",NULL
148,114,"""Tangela""",NULL,"""Grass""",NULL,"""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50,50,"""Red / Blue / Yellow""","""Kanto""",65,55,115,100,0,60,395,45,"""Medium Fast""","""Grass""",NULL
211,115,"""Kangaskhan""",NULL,"""Normal""",NULL,"""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",0,100,"""Red / Blue / Yellow""","""Kanto""",105,95,80,40,0,90,410,45,"""Medium Fast""","""Monster""",NULL
212,116,"""Horsea""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",50,50,"""Red / Blue / Yellow""","""Kanto""",30,40,70,70,0,60,270,225,"""Medium Fast""","""Water 1""","""Dragon"""
213,117,"""Seadra""",NULL,"""Water""",NULL,"""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",50,50,"""Red / Blue / Yellow""","""Kanto""",55,65,95,95,0,85,395,75,"""Medium Fast""","""Water 1""","""Dragon"""
214,118,"""Goldeen""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Red / Blue / Yellow""","""Kanto""",45,67,60,50,0,63,285,225,"""Medium Fast""","""Water 2""",NULL
215,119,"""Seaking""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Red / Blue / Yellow""","""Kanto""",80,92,65,80,0,68,385,60,"""Medium Fast""","""Water 2""",NULL
216,120,"""Staryu""",NULL,"""Water""",NULL,"""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0,0,"""Red / Blue / Yellow""","""Kanto""",30,45,55,70,0,85,285,225,"""Slow""","""Water 3""",NULL
